Restaurant	Category	Dish	Description	Food restrictions	Source
Ravintola Kabuki	Sushi	YASAI MORIAWASE 12KPL	Nigiri: inari, kurkku, avokado, wakame-merilevä ja green roll maki	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Kabuki	Sushi	TOKUBETSU MORIAWASE 14KPL	Nigiri: lohi, amaebi, yaki-shibasu, hokkigai simppukka, mäti, tako-mustekala ja Crispy salmon maki	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Kabuki	Sushi	KABUKI SPECIAL	Katkarapu, lohi, sea bass, majoneesi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Kabuki	Mains	天婦羅 TEMPURA NO MORIAWASE	Tempura-kuorrutettuja jättiravunpyrstöjä, vihanneksia, kampelaa, mustekalaa	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Kabuki	Mains	天婦羅うどん / 蕎麦 TEMPURA UDON / SOBA	Udon- tai soba -nuudelikeitto, tempuroitu jättikatkarapu ja kasvis	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Kabuki	Mains	かつ丼 KATSUDON	Friteerattua porsaanfilettä, kananmunaa ja sipulia riisipedillä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Yeastie Boi	Mains	Los Pollos Hermanos	Plain Bagel, crispy fried chicken, cheddar sauce, jalapeno mayo, crunchy slaw, chives, fresh jalapenos, coriander	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Yeastie Boi	Mains	Harlem Bodega	Sesame seed bagel, Finnish beef patty with onion, caremellized onion, jalapenos, melted cheddar, lettuce, tomato, coriander, chives and spicy mayo	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Yeastie Boi	Mains	Ungapatschka	Plain bagel, muhammara, tapenade, zucchini, eggplant, avocado, toasted maple walnuts	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Starters	Blini, muikunmätiä ja smetanaa	"Blini med löjrom och smetana
Blini with vendace roe and sour cream"	['Gluten-free', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Starters	Härkätartar, rosmariinikreemiä	"Oxtartar med rosmarinkräm
Beef tartare with rosemary cream"	['Gluten-free', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Mains	Paahdettua siikaa, hummerivelouté	"Rostad sik med hummervelouté
Roasted whitefish with lobster velouté"	['Gluten-free', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Mains	Cœur de filet Provençale 1952	"Härän sisäfileetä, tiristettyjä valkosipuliperunoita, valkosipulivoita ja
paistettuja tuoreita herkkusieniviipaleita
Oxinnerfilé med friterad vitlökspotatis, vitlökssmör och stekta färska champinjonskivor
Tenderloin of beef with deep fried garlic potatoes, garlic butter and fried fresh mushrooms"	['Gluten-free', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Desserts	Crème brûlée, mandariinisorbettia	"Crème brûlée med mandarinsorbet
Crème brûlée with mandarin sorbet"	['Gluten-free', 'Vegetarian']	menu_highlights
Ravintola Lehtovaara	Desserts	Kahvilla maustettu maitosuklaa panna cotta, vadelmageeliä	"Mjölkchokladpannacotta smaksatt med kaffe, hallongel
Coffee and milk chocolate panna cotta with raspberry gel"	['Gluten-free', 'Vegetarian']	menu_highlights
Winest	Secondi Piatti	Khabidzgina	Khabidzgina on perinteinen leipä Georgian vuorilta, täytetty juustolla ja perunamuusilla Khabidzgina is a traditional bread from the Georgian Highlands, filled with cheese and mashed potatoes	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Secondi Piatti	Chakondrili Tashmijabit	Naudanliha kypsennetty punaviinissä georgialaisilla mausteilla, korianterilla ja karpaloilla. Tarjoillaan tashmijabin kanssa, perinteinen ruokalaji Svanetista. Ruoka valmistettiin Svan-perheissä kylminä talvina lämmön ja energian tarjoamiseksi raskaan vuoristossa elämisen tueksi. Beef cooked in red wine with Georgian spices, coriander, and cranberry. Served with Tashmijabi, traditional dish from Svaneti. The dish was cooked by Svan families during cold winters to provide warmth and energy for the tough mountain life	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Secondi Piatti	Apkhazura	Ruoka on kotoisin Abhasiasta, alueelta, joka sijaitsee Georgian länsiosassa Mustanmeren lähellä. Se on abhasiankansan perinteinen ruokalaji, joka koostuu mausteilla ja yrteillä maustetusta jauhetusta lihasta. The dish comes from Abkhazia, a region located in the western part of Georgia, near the Black Sea. It’s a traditional dish of the Abkhazian people, made of ground mixed meat with herbs and spices	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Secondi Piatti	Khachapuri With Honey	Juustoinen georgialainen leipä hunajalla Cheesy Georgian bread with honey	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Mains	Borano With Chicken	Borano on perinteinen ruokalaji Adjaran vuoristoista, joissa pitkät ja lumiset talvet ovat yleisiä. Sen historia ulottuu vuosisatojen taakse ja liittyy karjanhoidon ja maitotuotannon kehitykseen tässä Georgian alueessa. Borano is a traditional dish from the highlands of Adjara, where long and snowy winters are common. Its history dates back centuries and is linked to the development of livestock farming and dairy production in this region of Georgia.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Mains	Chanakhi with burrata	Tuore vihannesmuhennos tomaattikastikkeella ja georgialaisilla mausteilla Fresh vegetable stew with tomato sauce and Georgian spices	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Desserts	Tkbili Plovi	Georgian traditional sweet rice with fruits, dried fruits and cashew 21. Carrot Cake 22. Chocolate Cake 9€ 9€ 9€ 9	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Desserts	Cheese Cake	Cheese Cake Vanilla cheese cake	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Winest	Desserts	Carrot Cake	Carrot Cake	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Starters	ANTIPASTO MISTO	Italialainen juusto-, kasvis- ja lihalajitelma	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Starters	ZUPPA DI POMODORO	Tomaattikeittoa	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Starters	INSALATA DI POLLO	Vihersalaattia, kananrintafilettä, oliivia, kurkkua, tomaattia ja rucolaa	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Mains	RAVIOLI FORMAGGIO DI CAPRA	"Raviolipastaa vuohenjuustokastikkeella, rucolan
sekä parmesanjuuston kera"	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Mains	SALMONE POMODORO E LIMONE	"Grillattua lohta sitruunaisella tomaattikastikkeella
sekä salaatilla (sisältää perunat ja kasvikset)"	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Mains	BISTECCA VINO ROSSO	"Grillattua naudan ulkofilepihviä punaviinikastikkeella
(sisältää perunat ja kasvikset)"	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Pizza	PIZZA FUNGHI SALAME	"Mozzarellaa, italialaista salamia, herkkusieniä,
rucolaa sekä parmesanjuustoa"	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Pizza	PIZZA LA PICCOLA	"Mozzarellaa, ilmakuivattua naudanlihaa,
herkkusieniä, paprikaa ja basilikaa"	['Gluten-free', 'Vegetarian']	menu_highlights
Piccola Trattoria Kalasatama	Pizza	PIZZA MELANZANE	"Mozzarellaa, kirsikkatomaatteja, munakoisoa,
rucolaa sekä parmesanjuustoa"	['Gluten-free', 'Vegetarian']	menu_highlights
Oishi 18 Katajanokka	All you can eat	All You Can Eat		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Freda	Noodles	Nuudelikeitto HongShao naudanlihalla	"Tuoreita kotitekoisia nuudeleita naudanlihaliemessä, pitkään
haudutettu naudanliha ja makea soijakastikkeessa, pak
choi, Shimeji-sieniä, pavunituja, kevätsipulia ja korianteria."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Freda	Noodles	Dandan Nuudelit sianlihalla	"Tuoreita kotitekoisia nuudeleita seesami ja maapahkinä
chilikastikkeesa, pak choi, shimeji-sieniä, pavunituja ja
kevätsipulia ja korianteria."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Noodle Story Freda	Noodles	Wonton nuudelikeitto	"Tuoreita kotitekoisia nuudeleita, 8 kpl kotitekoinen
Wonton [broiler ja sieni], pak choi, Shimeji-sieniä,
pavunituja, kevätsipulia ja korianteria."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Soups	Phở, a rice noodle soup served with your choice of filling (Spicy/Normal)	Combo thin sliced steak + meatball	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Soups	Phở, a rice noodle soup served with your choice of filling (Spicy/Normal)	Chicken	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Soups	Phở, a rice noodle soup served with your choice of filling (Spicy/Normal)	Tofu + mushroom	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Mains	Stir fried noodles	Beef / chicken / tofu / shrimp	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Mains	Shanghai tacos	Crispy Pork / Shrimp / Tofu / Fish / Crispy halloumi	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Töölö	Desserts	Mochi	3 pieces	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Oishi 18 Kallio	All you can eat	All You Can Eat		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Starters	KESÄKURPITSA		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Starters	TAKUUMUREA™ ENTRECOTE MARMORI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Starters	JÄTTIKATKARAPU 6 KPL		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Set Menu	SETTI A		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Set Menu	SETTI B		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kluuvi	Set Menu	SETTI C		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Small Plates	KESÄKURPITSA		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Small Plates	TAKUUMUREA™ ENTRECOTE MARMORI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Small Plates	JÄTTIKATKARAPU 6 KPL		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Set Menu	SETTI A		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Set Menu	SETTI B		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
OPPA Korean BBQ Kaisaniemi	Set Menu	SETTI C		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
GOODWIN The Steak House	Starters	Carpaccio (G) valmistettu marmoroidusta sisäfileestä		['Gluten-free']	menu_highlights
GOODWIN The Steak House	Starters	Suolasilliä talon marinadissa (L)	Tarjotaan ruisleivän kera	['Gluten-free']	menu_highlights
GOODWIN The Steak House	Starters	Broilerinsiivet porkkana- ja selleritikkuja, sinihomejuustodippi		['Gluten-free']	menu_highlights
GOODWIN The Steak House	Steaks	Marmoroitunut New York -pihvi 220 g (G)	Naudan ulkofileetä. Suositeltava kypsyys – Medium rare.	['Gluten-free']	menu_highlights
GOODWIN The Steak House	Steaks	Chateaubriand-pihvi 400 g (G)	Iso pihvi naudan sisäfileen keskiosasta. Suositeltava kypsyysaste – Medium.	['Gluten-free']	menu_highlights
GOODWIN The Steak House	Steaks	Wagyu New York -pihvi 300 g (G)	AUS. Nautaa on ruokittu 300 päivää viljaruoalla ennen teurastamista. Naudan ulkofileetä. Suositeltava kypsyys – Medium	['Gluten-free']	menu_highlights
GOODWIN The Steak House	Desserts	Créme brûlée (L,G)	Vaniljaa + pistaasimanteleita + kahvia	['Gluten-free']	menu_highlights
GOODWIN The Steak House	Desserts	Lämmin suklaafondant, vaniljajäätelöä tummasta suklaasta		['Gluten-free']	menu_highlights
GOODWIN The Steak House	Desserts	New York -juustokakku		['Gluten-free']	menu_highlights
Lie Mi Kamppi	Starters	GOI CUON: SUMMER ROLLS	Pork belly	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Starters	VIETNAMESE SPRING ROLLS	Shrimp	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Salads	Fresh Vietnamese Salad	Papaya salad	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Salads	VIETNAMESE NOODLE SALAD	Your choice of chicken skewers, shrimp or tofu & avocado served with rice noodles and fresh vegetables and herbs	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Mains	Stir fried noodles with	Beef / chicken / tofu / shrimp	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Mains	Hanoi fried rice with	Beef / chicken / tofu / shrimp	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Mains	Curry of the day	Chicken / Tofu	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Lie Mi Kamppi	Desserts	Mochi		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Starters	Nigvziani badrijani (L,G,VG)	"Munakoisorullat pähkinätäytteellä
Eggplant rolls with walnut filling"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Starters	Imeruli Hatsapuri (VE)	"Georgialainen litteä juustoleipä
Georgian flatbread stuffed with rich,
melted cheese"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Starters	Khinkali (L)	"Georgian nyytit, lihainen ja
lieminen täyte
Georgian dumplings with meaty
and brothy filling"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Grill	Grilled Chicken (L,G)	"Mausteinen ja mehukas grillikana
Grilled chicken, juicy and flawlessly seasoned"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Grill	Grilled Kababi (L,G)	"Maukkaat maustetut vartaat,
hiillostettuna avotulella
Juicy skewers of seasoned meats, charred
to perfection on open flames"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Mains	Shkmeruli (L)	"Mehukas valkosipulilla maustettu
aromikas kana
Aromatic, garlicky, succulent chicken dish"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Gastro Hub	Mains	Ajapsandali (L,G,VG)	"Georgialainen ratatouille
Georgian ratatouille"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Konstan Möljä	Buffet	JOULUN JUHLAMENU	"Katetaan joulukuun ajan. Ti - to klo. 17 -22, pe ja la klo. 16 - 23.
Joulukuussa ei ole saatavilla muuta illallismenua.
Joulun alla katetaan tavallistakin runsaampi ja juhlavampi joulumenu.
Menuun kuuluvat Konstan Möljän klassikoiden lisäksi myös päivän
vegaaninen pääruoka, perinteiset jouluruoat sekä juhlava
jälkiruokapöytä, juustolajitelma sekä alkoholiton glögi.
- Saariston alkupalapöytä - kala- ja äyriäislajitelma -
poronkäristys, Marskin vorschmack & karjalanpaisti - uunilohi & päivän
vaihtuva kalaruoka - erilaisia kasvis- ja kausiruokia - rosolli,
joulukinkku & talon konjakkisinappi, perinteiset joululaatikot, päivän
keitto & kotikalja (1% alc.) Lisäksi runsas jälkiruokapöytä,
juustolajitelma ja alkoholiton glögi.
Tervetuloa nauttimaan perinteisiä joulun makuja Konstan Möljään!"	['Gluten-free']	menu_highlights
Konstan Möljä	Buffet	CHRISTMAS BUFFET	"Served in December. Tue - Thu: 17 - 22, Fri - Sat: 16 - 23.
Please note that in December only Christmas buffet is available.
The Christmas buffet showcases traditional Finnish Christmas dishes and
other Finnish delicacies. The menu includes a plentiful salad &
appetizer buffet, vegan appetizers, seafood selection, warm main courses
like sautéed reindeer, Karelian stew and oven baked salmon, traditional
Finnish Christmas dishes, soup of the day and a plentiful dessert buffet
with festive cheese selection, seasonal desserts & non-alcoholic mulled
wine.
We welcome you to experience traditional Finnish Christmas in Konstan Möljä!"	['Gluten-free']	menu_highlights
Konstan Möljä	Buffet	LOUNASBUFFET / LUNCH BUFFET	"Herkkuja notkuva lounaspöytä katetaan tiistaista perjantaihin klo. 11 -
14:30.
Uudistuneelta perinneruokalounaalta löydät entistä
monipuolisemmin kauden makuja, runsaan saaristolaishenkisen salaatti- ja
alkupalapöydän sekä suomalaisia perinneruokaklassikoita.
Lounaaseen
kuuluu runsas salaatti- ja alkupalapöytä, kalalajitelma sekä
karjalanpiirakat ja munavoi. Pääruokina kaksi lämmintä pääruokaa
lisukkeineen sekä maukas päivän keitto! Juomana kotikalja ja vesi.
Jälkiruoaksi kahvi / tee sekä pikkumakeaa.
Konstan Möljä’s lunch buffet is served from Tuesday to Friday 11am to
2:30pm.
We offer a plentiful salad & appetizer buffet with Karelian
pasties, two warm main courses with sides and a soup of the day. Coffee
& tea + home made ale are included. The lunch menu changes daily and
introduces traditional Finnish home cooking."	['Gluten-free']	menu_highlights
Konstan Möljä	Buffet	Saaristolaispöytä	"Illallisbuffet ti-to klo. 17 - 22 sekä pe ja la klo. 16 - 23
HUOM: Joulukuun ajan tarjolla joulun juhlamenu 46€.
Illallisaikaan katetaan Konstan Möljän kuuluisa pitopöytä. Runsaasta
noutopöydästämme löydät perinteisiä liha-, kala- ja kasvisherkkuja eri
puolilta Suomea.
Illallisbuffettiin kuuluu runsas alkupalapöytä, kala- ja
äyriäislajitelma, vegaaniset alkupalat sekä perinteiset
klassikkopääruoat ja erilaisia kasvis- ja kausiruokia.
Illallisbuffet:
- Saariston alkupalapöytä
- Kala- ja äyriäislajitelma
- Poronkäristys, Marskin vorschmack & Karjalanpaisti
- Uunilohi & päivän vaihtuva kalaruoka
- Erilaisia kasvis- ja kausiruokia
- Päivän keitto & kotikalja (1% alc.)"	['Gluten-free']	menu_highlights
Konstan Möljä	Buffet	Finnish Dinner Buffet	"Tue - Thu at 17 - 22 & Fri - Sat at 16 - 23
HOX: In December a special Christmas menu is served for 46€
Konstan Möljä's famous Finnish dinner buffet with plentiful appetizers,
fish & seafood selection, traditional main courses & soup of the day.
The menu introduces Finnish delicacies from all over the country.
Menu highlights include sautéed reindeer, Karelian stew, oven baked
salmon and Finnish bread selection with Karelian pasties and egg &
butter mix.
All you can eat buffet:
- Seafood & appetizers
- Finnish bread selection & Karelian pasties
- Sauteed reindeer
- Vorschmack & Karelian stew
- Oven baked salmon & vegetarian dishes
- Soup of the day & Home made ale (1% alc.)"	['Gluten-free']	menu_highlights
Ravintola Segreto	Antipasti	Salumi	Lajitelma leikkeleitä, juustoja, kasviksia, tahnoja & leipää / 2 hlö	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Antipasti	Mozzarella	Segreton tuoretta mozzarellaa kotimaisesta maidosta, oliiviöljyä & sormisuolaa (G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Antipasti	Autunno	Paahdettua punajuurta, vuohenjuustoa, karhunvadelmaa & pistaasia (G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Primi Piatti	Porcini	Espressolla maustettu tattirisotto & pikkelöityjä tatteja (L,G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Primi Piatti	Vege porcini	Espressolla maustettu tattirisotto & pikkelöityjä tatteja (VE,G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Secondi Piatti	Pesce	Paahdettu siikafilee, kurpitsaa, salviaa & proseccokastiketta (L,G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Secondi Piatti	Bistecca	Grillattu 28 päivää dry-aged kotimainen naudan entrecôte-pihvi, valkosipulia ja marsalaa (L,G)	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Pizza	Margharita	Segreton mozzarellaa, tomaattikastiketta, pikkelöityä tomaattia & basilikaa	['Vegan', 'Vegetarian']	menu_highlights
Ravintola Segreto	Pizza	Prosciutto	Ilmakuivattua kinkkua, mozzarellaa, tomaattikastiketta, karhunvadelmaa & rucolaa	['Vegan', 'Vegetarian']	menu_highlights
